Homework_1,Homework_2,Homework_3,Homework_4,Homework_5,Homework_6,Homework_7,Homework_8,Homework_9,Homework_10,Homework_11,Homework_12,Homework_13,Homework_14,Quiz_2,Quiz_3,Quiz_4,Quiz_5,Quiz_6,Quiz_7,Quiz_8,Quiz_9,Quiz_10,Quiz_11,Exam_1,Exam_2,Exam_3,Final_Exam
15,15,13,14.11,10.5,9,12.1,10.33,13.88,14.46,2,11.92,14.08,15,8,9,5,7,9,10,9,10,8,5,36,18,15,22
15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,0,5,5,0,5,4,9,3,7,0,4,15,22
15,14.88,15,14.72,14.88,15,15,15,15,15,15,15,15,15,10,10,5,6,6,5,10,8,10,9,29,32,14,22
15,14.75,14.4,14.75,14.25,15,14.8,14.4,14.04,12.75,12.67,13.5,14,,10,8,10,8,9,6,10,10,2,10,23,20,14,22
15,15,15,14.72,14.5,15,15,15,14.46,14.83,15,15,15,15,0,8,4,0,8,8,9,8,2,8,17,21,9,22
15,15,15,15,15,15,15,15,15,15,15,15,14.67,,7,3,6,10,10,10,8,8,7,10,17,23,6,22
11.33,10.67,14,14,14.63,14,13,13.42,14,14.5,13.48,14.67,15,15,10,9,7,7,6,8,7,6,9,7,42,43,35,21
15,15,15,15,14.38,14.88,14.8,12.58,15,14.38,13,14.5,15,,8,5,8,9,2,7,5,10,5,9,42,25,32,21
15,15,13.9,14.61,13.63,14.83,12.2,10.58,11.93,10.92,9.9,,12,,9,2,7,10,7,8,8,5,6,8,35,16,27,21
15,13.52,15,14.78,14.63,12.17,12.6,7.17,14.33,5,14.33,7,13,,1,1,10,6,9,5,10,3,5,8,45,28,26,21
15,15,15,15,14,15,15,15,0,,15,,,15,9,9,9,10,10,8,9,10,7,10,40,24,24,21
14.5,10,,13.11,7.67,15,14.3,12.5,11.12,9,13.08,15,11.25,15,5,1,4,6,9,,2,4,1,2,28,23,22,21
14.17,14,14,14,14,,,10.47,,,,,,,6,10,7,7,8,9,9,6,2,8,23,17,22,21
,,6,4,5,5,0,,7,1.67,0,1.67,4,12,6,,6,,8,4,,5,2,,27,41,20,21
14.17,14.71,14.4,13.83,14,14.38,6.5,,6.13,3,3,,,,2,1,5,2,5,6,3,2,,,28,28,20,21
12.69,15,13.9,12.78,0,,14.5,14.83,14.67,14.5,12.8,11.92,,14,5,7,6,0,5,5,9,4,8,8,31,32,19,21
15,13.71,15,14,12.75,15,,9,14.63,10.67,9.3,12.5,,,3,5,8,10,6,0,9,5,3,4,43,23,19,21
13.89,13.54,13,14.24,12.42,14.3,12.15,13.52,13.99,12.08,13.02,15,14.67,15,5,9,10,10,8,8,10,10,7,10,26,23,19,21
14.89,14.42,14.32,15,13.63,14.58,14.05,7.15,8,11.08,14.24,,13,8.67,5,3,9,7,7,7,7,4,6,10,39,21,18,21
14.89,15,14,15,14.75,15,14.5,,,,,2,,,8,5,1,3,6,5,4,4,6,10,20,15,18,21
15,14.71,13.9,14.83,12.63,12.75,6.2,8,7.67,7,2,3,7.25,0,5,2,4,10,6,7,10,7,8,9,34,26,17,21
15,14.88,15,14.33,12,15,15,15,,15,15,14.5,15,15,5,10,9,10,7,4,10,5,7,10,29,15,17,21
15,15,15,15,15,15,15,15,15,15,15,15,15,,7,3,10,7,2,7,8,4,5,6,22,20,15,21
14.5,14,14,15,15,15,15,14,15,15,15,15,15,15,10,6,8,7,6,10,7,5,3,8,31,16,14,21
15,13.88,14.5,14,,14.63,4,10.55,12.54,12.63,6.67,,11.25,13,10,5,9,10,5,3,9,9,0,5,15,18,13,21
15,15,15,15,15,15,15,15,,,,15,,15,8,6,9,10,10,9,7,5,10,10,34,25,12,21
13,13,11,13.97,12.25,,14.8,11.83,12.42,12.21,11,12,12,14,4,6,4,4,7,6,9,6,3,6,35,31,9,21
13.89,14.52,14.75,14.83,14.75,15,15,13,14.75,15,15,14.5,15,15,9,6,8,10,9,5,9,10,8,10,35,15,35,20
14.78,15,14.9,15,15,,11.7,10.5,14.83,13.08,14.33,13.75,14,13,9,8,10,10,3,0,7,5,5,8,50,40,33,20
13.78,14.63,13,13.61,14.75,14.17,0.5,10.27,12.1,9.92,7.39,6.33,11.67,11,5,6,,10,5,8,9,8,5,7,38,18,32,20
14.5,15,15,14,13.88,15,14.5,15,14,15,14.86,6.25,,,10,8,7,8,8,7,10,3,7,8,21,15,29,20
,,,,,,,,,,,,,,7,8,7,10,5,8,10,8,9,7,36,20,27,20
15,14.57,15,14.89,12.4,15,14.8,5.2,15,14.54,14.14,15,15,15,8,9,4,4,10,9,6,9,6,7,35,37,26,20
15,15,15,15,14.88,15,15,14,15,15,15,15,15,15,6,8,6,10,8,6,10,10,8,8,25,20,26,20
14,14.38,13.5,13.83,13.63,12.88,14.1,11.87,13.42,8.96,2,10.5,,,5,5,5,6,8,6,5,4,9,9,41,11,25,20
15,15,15,15,14.63,15,15,1.67,,14.13,1,11.67,,,10,5,10,10,10,6,8,8,9,9,39,26,24,20
14.78,15,14.5,14.67,14.75,15,13,14.38,14.44,13.75,0,,,,4,5,10,6,10,8,6,9,1,10,20,21,24,20
15,15,15,15,14.88,15,15,15,15,15,15,15,15,,8,9,6,6,9,5,5,6,5,9,29,27,23,20
15,14.33,14.67,12.11,13.17,15,14.05,3.8,14.1,12.04,13.06,11.58,15,15,4,3,9,9,4,5,10,4,2,6,25,15,23,20
15,15,15,15,13,15,15,15,15,15,15,15,,,8,2,3,10,5,7,5,4,4,6,34,12,23,20
1.5,14.67,13.07,14.39,12.75,14.33,14.5,14.38,12.43,,8.67,12,13,,7,10,10,9,7,8,9,9,4,10,33,24,22,20
15,15,15,15,15,15,15,15,15,9,15,15,0,,4,5,10,10,6,10,10,10,8,10,32,29,19,20
15,15,12.5,14.86,,7.83,2,2.92,7.79,,,,,,10,3,5,9,9,10,7,8,8,,25,28,18,20
15,15,14.5,14.78,14.5,14.38,14.5,15,14.33,15,13.71,12,15,,6,2,10,5,3,10,8,3,0,5,26,19,18,20
15,13.86,13.5,14.83,12.75,14,12.3,12.5,12.83,14.25,13,13.25,15,10,9,8,4,7,4,4,10,7,3,8,13,23,17,20
15,15,15,15,14.38,15,14.8,4,12.37,15,15,15,14,15,10,8,5,10,8,8,6,8,8,8,19,21,17,20
15,15,14,15,13.63,15,0,13.25,11.54,13,11.93,13.5,14,15,8,8,4,5,9,8,8,5,2,6,21,18,17,20
13.06,13.88,12,11.32,13.75,10.38,6.5,8.58,7.34,,8.14,4.92,14.75,15,8,10,10,8,6,7,6,7,7,10,27,17,17,20
15,15,15,9.44,13.25,15,15,15,15,,15,15,15,,9,10,5,8,8,3,5,6,2,9,22,12,17,20
14.89,15,15,14.72,15,15,15,15,15,14.75,12.19,,,,7,9,8,10,10,8,10,10,9,10,12,19,16,20
9.5,10,6,5,,14,,,1,6,7.43,,8.25,,4,0,10,10,10,6,8,6,,8,15,22,15,20
13.5,14.88,15,15,14.63,15,15,15,15,15,15,7,,,6,5,8,7,5,7,7,5,6,2,24,12,14,20
14.89,14.52,14,14.5,10.46,12,14.8,10,10.21,14.25,14,11.42,13,,10,6,3,10,9,10,10,8,7,10,41,12,13,20
15,14.75,13,12.87,10.13,14.25,13.8,9.27,4.67,14.13,9.67,9.75,14.5,15,4,10,7,10,8,9,9,4,6,10,20,16,12,20
15,15,15,14,14.5,6,0,,9.5,7,4,,,14,8,9,4,7,10,9,2,7,6,9,32,12,12,20
13.39,,0,12.78,2,13.88,,,,,,,,,10,1,9,9,9,9,,,,,44,27,11,20
15,15,15,15,14.63,15,15,15,15,14.75,15,15,15,,9,10,4,6,7,8,6,7,7,8,40,30,28,19
15,15,15,15,15,15,14.3,14,14.76,13.83,10.67,14,15,11,5,6,4,10,7,10,6,5,9,10,42,42,27,19
13.89,12.67,11.9,12.89,8.38,15,10,12,9.33,10,2,13,11,1,4,1,2,8,8,5,10,7,1,10,30,24,27,19
14.67,15,15,13.5,15,14.75,1.5,13.1,14.76,14.42,10.93,,14.75,,6,1,10,10,10,9,10,10,,10,43,32,23,19
,13.36,13.82,9.38,11.31,11.97,3,6.23,14,,5.91,7.67,,,6,2,2,8,5,3,3,1,0,5,13,23,16,19
15,14.43,15,12,14.88,11.13,15,15,15,15,14.67,15,12,15,8,9,6,10,8,10,8,9,7,7,18,19,16,19
15,15,15,15,15,14.5,15,13,15,14,14.67,13.5,15,15,8,9,10,10,8,4,10,9,10,10,26,11,13,19
15,14.33,14,13.25,8.67,15,14.1,14.5,14.38,,,,,,7,10,9,10,10,6,7,3,4,9,24,38,9,19
14.89,15,14,14.83,14.88,15,15,6.17,13.52,15,5.31,12.17,15,13,5,5,9,8,7,8,7,8,0,8,21,31,5,19
12.78,11.85,0,14.56,14.54,13.17,13.65,12.3,7.53,13.29,2.83,,,13.83,8,9,5,8,8,7,,2,1,,26,14,4,19
14.78,15,14.9,14.47,11.13,14.75,14.4,13.85,13,12.67,13,9.83,,15,8,6,7,8,7,10,6,6,7,8,17,9,4,19
14,15,14.42,,5,10.13,,9.4,,7.33,,,,0,6,2,5,5,10,,6,6,6,10,26,16,19,18
15,15,14,15,13.54,13.83,,1.67,14.88,12,14.86,14.83,15,14,4,4,3,8,8,8,8,5,6,3,47,31,18,18
15,14.71,15,14.56,14.25,15,15,8.38,14.68,0,0,14.83,,,7,7,7,8,7,9,10,7,5,9,43,29,18,18
15,15,15,15,15,15,15,15,15,15,15,15,15,14,10,8,10,4,5,4,10,9,7,10,16,10,16,18
11.22,14.59,2.83,14.39,,,0,10.85,4.79,,,,,,3,7,1,10,5,2,5,0,1,,11,1,15,18
10.89,15,15,11,,13.33,7,13,5.5,10,8.8,4.5,,11,7,6,4,4,4,2,4,3,0,5,30,22,14,18
,12.05,12,14.11,13.3,13.58,14.3,0,11.93,7.17,8.1,5.75,12.5,,1,5,8,5,7,3,4,6,2,7,10,10,14,18
14.78,15,15,14.86,15,15,15,15,14.5,15,15,15,15,15,0,1,1,7,8,7,10,6,5,7,23,16,13,18
15,15,15,15,15,15,15,15,15,15,15,15,15,15,6,7,0,5,4,6,6,3,1,7,19,16,7,18
12.89,14.71,14.5,12.33,4,15,11.5,14,13.96,13.38,15,14.25,10.5,14,6,5,10,10,8,9,10,10,3,8,19,26,26,17
14.67,14.73,13,14.83,8.31,12.67,12.5,15,14.25,13.33,8.22,14,15,13,3,6,5,8,8,10,5,5,7,8,28,33,25,17
15,15,15,15,12,13.88,0,10,14.83,11,10.63,13,0,15,10,5,8,7,5,2,0,4,5,5,36,19,25,17
15,15,15,15,14.88,15,12.8,14.75,15,13,14.33,15,4,,10,7,10,10,5,9,10,7,5,9,29,14,24,17
,15,15,14.5,,15,15,14,14.83,15,,14.5,15,12,9,8,7,7,5,7,10,6,6,10,36,20,22,17
10.94,15,15,14.5,15,15,14.5,14.5,11.29,15,15,15,15,7.67,5,3,5,8,8,9,6,10,5,6,35,36,21,17
,13,15,14.33,14.88,15,14.3,14.5,14.17,14.63,14.57,15,15,14,,,4,4,6,4,4,4,5,6,17,13,21,17
14.89,13.86,14,14.56,15,14.58,14.8,11,14,14.67,14,14,6.75,0,2,2,4,7,5,6,10,9,10,7,33,41,19,17
14,15,14,15,11,13.88,13.6,8.25,9.4,10.17,10,11.5,11.5,4,10,6,9,3,4,8,5,2,7,9,27,8,18,17
15,15,15,2,14,14.5,15,,,,,13,,,5,7,6,,,0,,5,,,25,17,17,17
14.78,13.52,11.32,8.22,11.88,15,14.5,13.95,14.08,11.75,14.67,15,14.75,14,7,5,3,0,1,5,10,8,1,10,23,15,17,17
13.28,13.11,13.03,13.61,14.17,15,15,15,15,15,15,14.83,5,15,2,9,8,5,2,8,4,8,4,7,24,26,15,17
15,15,15,15,4,15,11,15,12.53,11,7.67,15,15,,6,8,3,7,8,10,5,6,10,9,32,20,15,17
1,1,1,,,,,0,,,,,,,6,3,3,3,6,5,10,4,2,,18,17,14,17
12.61,13.05,10.75,12.89,6.38,11.88,12.1,11,12.4,12.08,11.67,12.75,10.67,7,7,4,6,8,,4,6,0,1,10,23,13,13,17
14.78,14.48,14,12.21,12,12.54,14.3,8.63,12.1,11.67,12.52,10,15,10,7,3,0,9,7,4,6,4,2,5,21,9,12,17
15,15,15,15,9.5,13.54,15,9.2,4.74,9.75,10.5,6,4.75,,10,10,10,4,10,6,7,10,,9,31,18,10,17
13.11,10.36,12.65,12.06,11.23,,10.65,,7.79,6.67,3.77,11,,8,7,4,4,10,8,7,10,4,6,10,37,14,10,17
14.89,15,15,14.86,14.75,15,15,11.75,15,15,15,,,,7,7,5,7,7,2,7,7,9,8,20,18,8,17
,,,,,,,,,,,,,,0,0,8,6,7,0,0,5,2,,15,34,3,17
15,15,15,15,14.38,15,14.6,14.75,14.42,14.58,15,10,,,9,4,4,8,3,5,10,10,9,10,25,9,33,16
14.5,14.24,15,14.27,13.38,15,13.4,10.85,14.29,13.71,14.18,14.67,14.17,1,7,8,6,8,9,9,10,9,9,9,23,32,32,16
,,12.5,13.56,14.63,14.08,10.3,2.67,7.18,,,,,,0,0,6,9,8,0,10,0,0,0,30,11,21,16
15,15,15,12.64,10.38,15,15,0.97,5,14.08,15,15,10.5,15,9,10,4,9,10,9,2,5,5,9,41,20,18,16
15,15,13,15,11.5,15,14.5,15,15,12,15,5,15,15,9,6,10,10,10,7,8,,10,10,20,20,18,16
,13.86,15,14.17,12.05,14.63,3,,14.67,13,15,3,,,8,4,10,8,8,0,3,9,8,,14,18,16,16
,,,,,0,,,,,1,,,,4,4,6,6,,7,,4,,5,35,16,16,16
15,15,15,15,15,12.5,15,14,15,11,12.6,15,15,15,9,10,9,10,10,8,10,9,6,10,41,31,14,16
15,,,,,,,,14.38,10.5,13.66,,,6.67,5,7,10,8,0,10,0,0,7,0,28,28,13,16
15,15,,14.78,15,13.54,14.5,11.03,13.55,13,14.18,7.75,15,,5,5,5,2,8,6,9,8,4,8,22,20,12,16
15,15,13.9,15,15,15,15,9.8,14.13,10.46,15,14,14.75,,6,7,5,7,4,8,10,6,7,6,26,17,12,16
7,14.86,15,14.22,12.04,15,0.2,9.1,13.09,13.58,12.89,13.67,14.5,14,9,1,6,10,0,0,4,5,1,9,16,13,11,16
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,10,10,10,10,10,10,10,10,24,21,7,16
15,15,14,15,13.5,15,15,14.75,9.45,15,15,15,15,15,7,5,8,9,5,10,9,9,10,7,25,18,7,16
13.94,13.88,15,14.22,14,15,14.5,13.5,14.67,14.54,,11,12,13,5,6,3,7,4,4,8,8,4,10,22,20,25,15
13.22,14.67,15,15,13.63,15,15,14.33,14.83,14.29,15,14.5,15,15,3,6,9,7,10,10,8,3,5,9,27,25,23,15
15,15,15,15,15,15,7.5,15,,,14.86,,15,,10,8,10,10,5,0,0,2,10,5,23,16,22,15
13.28,12.33,11.1,6.14,10.71,11.71,10.9,9.75,12.27,9.67,11.29,10,12.67,13,5,5,2,9,2,4,7,7,5,4,8,4,22,15
15,15,15,15,13.5,14,13.5,13.63,13.27,15,14.67,14,15,15,7,5,6,8,10,10,10,7,7,9,22,13,21,15
15,15,15,15,14.88,15,15,15,15,15,15,15,15,15,7,7,3,4,6,10,10,10,3,7,21,9,21,15
14.17,13.28,14.57,14.11,12.25,13.48,14.1,12.8,14.33,14,14.67,13.83,14.25,15,7,3,6,9,7,7,1,1,5,6,24,33,19,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,10,2,9,4,10,10,9,8,8,22,23,19,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,10,7,9,6,3,,1,9,0,8,26,8,19,15
15,14.86,14.55,,12.08,11.8,4.5,12.28,11.68,10.58,12.16,13.92,12.5,,10,3,,3,6,5,6,4,8,5,16,10,18,15
,12.52,0,14.78,14,15,15,0.8,3.83,11,11.67,,3.25,,3,5,7,7,7,4,3,3,2,10,23,18,17,15
0,13.59,,4.67,,13.05,11.2,10.85,12.65,11.75,11.21,10.25,12.42,,6,0,6,3,7,4,8,6,0,10,14,17,16,15
15,15,15,15,14.88,15,15,14,15,14.54,15,15,15,15,9,8,5,7,9,10,8,9,10,8,34,28,11,15
13.44,14.86,14.4,14.33,14.63,14.6,14.05,13.55,14.64,14.21,14.33,14.17,14.25,,8,3,8,8,7,7,9,8,2,7,16,14,10,15
9.78,12.67,12.25,12.28,10.72,13.54,2.5,9.6,7.93,7,,3,8.83,13,7,4,7,0,7,4,5,2,5,8,20,19,8,15
14.06,14,15,11.87,13.88,13.83,11.6,13,11.98,12.29,14,12.67,14.42,13,8,9,4,10,7,5,10,4,5,7,34,18,8,15
14.89,14.86,14.9,15,15,14.63,13.9,10.67,14.76,12.33,9.76,14,14.75,,5,4,6,3,3,2,5,4,4,3,14,7,8,15
15,14.36,12.4,15,11.5,14.71,15,14.08,9.38,14.17,13.08,,,15,6,4,8,2,5,5,,2,4,10,41,26,7,15
11.39,,12.9,7.1,,,,,7.29,,,,,,2,1,2,7,10,7,5,3,1,,18,12,,15
15,14.86,14.5,13.94,14.5,14.5,13.6,13.97,14.63,11.92,11.71,13.5,15,15,7,8,2,6,6,7,8,9,6,8,28,21,19,14
14.5,15,15,3,13.29,1,,0,5,11.75,,,,,10,10,9,6,8,7,6,2,4,7,35,6,17,14
14.89,14.86,14,14.78,9.33,13.17,1,9.75,10.5,11.75,11.33,11.5,,7,10,3,5,10,6,5,7,5,6,9,10,23,16,14
15,15,14.8,7.78,13.13,10.51,10.4,5.07,12.78,14.04,11.43,,6.25,,6,10,10,10,10,8,9,10,8,7,32,18,14,14
6.94,1,15,11.5,14.21,10.63,14.3,3.5,10.39,,11.47,7.25,10.58,12,9,4,6,9,4,6,4,5,1,4,18,8,14,14
0,13.73,11.75,8.67,12.5,12,10.5,1.63,,11.33,4,7,10.83,,10,0,10,10,8,8,8,8,5,10,36,22,12,14
13.67,14.86,14,15,14.75,15,15,15,14,15,14.6,13,6,,3,9,7,10,10,10,9,8,10,10,11,15,8,14
4.5,15,9.65,,5.25,1.5,4.95,2.6,10.83,7.75,2.83,6.58,11,0,0,1,2,5,8,2,7,,2,9,24,8,7,14
15,15,15,12,14,15,14.5,15,13,15,15,15,15,15,8,2,10,4,4,0,10,5,6,10,16,10,5,14
15,15,13.5,14.67,15,15,15,15,14.71,15,15,15,15,15,8,9,6,9,8,4,9,7,8,6,11,8,4,14
15,15,0.5,15,12.67,15,12.6,14,9.37,7.33,15,7.25,15,9,7,3,4,7,6,4,6,5,5,9,29,22,3,14
13.89,14.86,14,15,14.88,15,15,15,14.75,14.83,15,14.5,15,,3,7,4,10,8,0,10,7,10,10,22,8,3,14
15,13.59,11.3,13.76,14.25,13.5,14.1,12.93,13.02,13.92,3,13.58,13.83,13,3,4,4,5,5,6,4,3,3,10,15,13,1,14
15,15,14,15,14.5,15,14.6,15,14.36,13.92,15,15,15,15,10,7,6,10,10,10,8,8,7,8,33,45,32,13
3,15,15,15,15,3.5,14.4,3.67,3.4,,,,,,8,2,7,4,5,6,0,6,4,9,32,36,23,13
15,15,14,14.56,13.63,15,,13.83,14.5,7.75,11.67,,,,4,10,10,8,7,2,2,10,5,10,30,28,21,13
15,15,15,15,13.63,15,1.5,0.8,2,15,6.33,12.25,13.75,,8,2,9,10,6,8,2,4,3,6,25,17,17,13
15,15,15,14.83,14,15,,13.42,13.88,13,14,14,5,14,8,6,8,7,7,7,8,8,6,8,39,32,15,13
5,15,15,12.89,14.63,11.58,15,12.2,13.13,15,14.67,13.67,15,1,10,4,9,10,10,4,5,6,10,9,35,15,15,13
14.53,14.3,14,13.72,14.33,15,14.5,15,14.5,14.63,1,15,13,,8,4,3,10,4,3,4,6,4,7,23,14,13,13
6.89,15,13,14.22,14.88,15,13.5,,9.23,9,,2,,,2,3,10,10,9,8,7,10,7,10,33,11,10,13
14,15,13,14.44,14.88,12.73,14.3,13.17,14.75,13.17,14,14.08,1.5,15,5,6,5,8,8,8,8,10,9,9,14,9,10,13
14.67,13.86,12,6,8,14.29,1.5,11.27,5.04,10.38,0,4.83,10.75,,6,4,7,6,7,10,10,10,10,8,25,14,9,13
1,,9.12,5.5,3,,0.5,4.55,,,,,,,4,0,4,2,0,1,0,1,1,2,14,6,6,13
12.89,15,12.9,3,9.55,,,,,,3,,,,10,3,10,5,4,0,4,2,10,,25,1,5,13
12.39,12,13.5,13.78,12.38,12.38,10.5,10.53,10.62,10.75,10.88,12.08,1,,4,2,2,3,3,3,2,7,6,10,24,12,3,13
15,15,14.5,14.86,14.88,15,15,15,15,15,15,15,15,14,4,5,3,3,5,6,7,4,6,7,16,8,1,13
13.5,12.52,8.52,7.22,13.5,10.29,0.2,7,10.8,11,,,,,5,8,3,2,6,6,8,2,,,26,13,0,13
15,15,15,12.56,14.75,15,14.5,14.67,14.83,14.75,15,,,,3,6,8,6,5,7,8,6,7,,43,25,19,12
14.44,,4.17,6.88,,15,11.45,11.78,,,,,,,3,6,8,9,5,4,4,3,2,10,24,8,14,12
14.5,9.29,8.5,13.15,6.92,12.67,14.8,12.3,12.85,13.29,9.87,9.33,,,6,6,5,0,6,5,8,8,8,9,14,5,13,12
15,15,15,14,14.5,15,15,14.8,14.46,15,15,14.5,15,15,,6,1,2,3,3,6,8,1,10,21,18,12,12
,,,12.06,,12.5,9.7,7.55,10.93,0,5.6,11,9.5,0,4,5,6,8,5,6,7,6,5,7,14,16,9,12
12.06,13.05,10.42,12.22,12.43,12.42,10,11.07,9,11.67,7.74,10.67,13.17,11.67,0,0,2,10,10,6,9,7,0,7,25,15,9,12
13.78,15,14,13.9,11.47,14,6,8.7,10.17,14.33,14.33,15,,0,0,5,9,5,3,8,7,,4,6,17,19,5,12
14.78,15,15,13.18,12.29,14.38,15,14.25,12.25,10.5,8.73,12,10.42,3,3,2,8,5,3,5,9,3,0,3,17,14,4,12
15,12.4,14,11.33,11.63,15,11.6,7.3,13.93,14.33,8.33,4,7,7,4,7,4,2,0,1,9,5,,8,21,11,2,12
13.56,13.19,14.3,13.97,14.88,13.79,13.65,12.93,14.54,14.21,5,14.25,14,11,4,4,10,8,10,10,6,5,9,9,39,24,25,11
14.06,6.86,13.4,12.56,12.38,13.38,6.4,8.3,7.97,12.92,11.52,15,15,,5,3,2,10,7,4,6,4,3,8,11,5,25,11
15,15,0,15,15,14,15,13.75,15,15,4,13.5,7,,7,5,9,7,8,10,6,5,7,6,16,16,17,11
11.39,15,15,14.83,14,14,14.8,14.75,14.83,14.83,15,14.5,15,15,3,0,4,8,7,8,8,6,1,9,16,14,16,11
15,14.86,15,15,13.75,15,14.5,14,14.33,6,5.27,12.92,4,,6,6,5,6,6,6,,6,6,10,22,6,16,11
15,15,13.4,13.21,8.38,12.95,,10.73,12.32,14.04,12.87,13.25,13.75,15,10,10,10,8,7,7,5,2,3,10,14,13,15,11
14.78,15,14.2,14.72,12,15,14.6,9,9,14.42,15,11.25,13.5,15,3,6,10,7,,10,4,6,2,4,14,4,10,11
15,15,,15,15,14.5,14.3,,8,14,10.8,,14.75,13,8,0,10,5,3,7,8,8,1,10,35,19,9,11
,,13.75,13.6,13.67,13.04,13.8,13.27,13.83,14.25,14.33,14.5,13.75,15,3,7,4,8,3,8,5,7,4,6,10,22,8,11
13.89,10.88,11.3,5.67,9.14,10.8,11,8.52,10.38,7.08,10.8,11.75,11,13.67,5,2,1,2,4,3,3,1,,7,26,5,8,11
15,14,13.9,15,14.88,13.88,14.3,5.22,14.14,3.67,15,4.67,15,13.67,7,7,7,3,9,7,8,7,,10,39,35,38,10
15,15,9,13.55,14.5,13.38,15,0,12.9,6,7.33,11,15,15,4,4,6,10,6,0,3,0,4,8,18,6,12,10
15,15,0,13.78,13.88,14.88,14.4,14.75,14.33,14.63,12.2,15,,15,2,8,10,7,10,0,5,4,8,5,30,11,11,10
0,14.5,13.9,15,14.54,15,14.8,8.63,15,14.67,,,,14,10,5,10,7,,1,8,3,5,5,28,22,7,10
15,15,15,15,13.75,15,14.6,15,10,12.21,15,12.58,15,15,2,6,6,4,4,8,9,1,5,10,13,17,6,10
15,14.73,15,15,12.25,15,15,15,11.25,15,15,15,15,15,5,0,6,10,2,5,6,3,5,7,2,12,4,10
13.78,13.47,11.52,7,11.23,5.71,2,3.3,7.57,7.5,0.83,4,1.5,3,2,2,2,4,3,4,5,5,5,4,3,4,2,10
15,15,14,15,12,14.13,14.8,10,13.75,14.13,15,14.25,,15,7,7,7,6,10,7,10,10,9,9,18,19,16,9
14.67,15,15,14.86,14.17,13.42,14,14,14.83,13.33,14.67,14.5,9,,2,8,10,9,2,4,6,8,3,10,22,16,16,9
15,15,15,12.61,13.88,,13.8,1.3,,,,,,,3,3,5,8,10,7,6,2,8,6,36,20,15,9
13.67,12.71,12.5,8.9,12.13,1.83,14.6,9.48,9.54,9,3,4,1,,8,7,7,3,2,4,10,3,5,5,8,9,11,9
13.67,13.57,13,14.33,12,13,15,2.25,9,7.33,0,,,,8,1,6,4,5,3,4,6,2,,18,10,9,9
13.89,14.5,14.5,13.38,13.75,14.27,13.3,11.38,14.33,14.17,13.7,14.5,,,10,8,10,6,0,7,8,8,8,,11,32,6,9
13.61,12.19,11.88,14.22,15,15,15,7.37,4,13.46,13,,,,4,7,8,8,5,8,4,6,8,0,16,26,6,9
13.56,11.94,10.83,,10.97,,,,,,9.2,2,,,3,5,4,9,9,3,5,0,0,10,27,7,6,9
15,12,7,8.52,10.75,15,15,13.67,9.21,15,15,12,15,15,4,4,5,7,6,5,6,8,9,8,18,12,5,9
15,12.32,13,12.58,14.88,14.5,4,5.67,5.48,11,11.1,6.92,13.5,0,5,3,6,6,5,5,7,8,3,7,19,21,24,8
11,13.38,11.92,2.67,10.22,11.79,12.6,4.73,7.98,10.08,7.56,6.75,13.08,,6,5,1,2,2,2,,3,4,5,11,15,19,8
,12.15,,13.83,13.29,13.04,13.6,12.4,11.42,11.21,11.43,13.67,12.75,,8,3,3,1,10,2,7,,3,,28,15,15,8
13.67,15,14,14,14.38,14.6,11.8,14.8,15,15,15,14.83,15,,4,10,0,5,5,3,5,6,8,9,20,2,10,8
14.67,15,15,14.89,15,15,14.5,15,15,15,15,15,15,14,7,2,5,8,9,4,8,7,2,7,11,2,8,8
12.06,12.04,12.5,11.38,14,15,14.8,13.55,13.88,14,12.53,12.25,14.33,13,2,0,7,10,1,4,7,7,9,4,5,9,7,8
15,14.36,15,15,,15,13.3,14.5,13.24,13.25,9.33,,,11.67,9,3,7,7,8,4,5,8,4,4,19,19,27,7
7.17,13.86,12.65,12.78,11.18,13.21,12,11,13.67,14.83,12,14.5,15,15,9,4,0,8,7,,1,7,4,10,34,14,21,7
13.06,12.52,13.67,12.91,12.13,15,14.5,12.25,15,14.21,12.05,15,14.5,15,4,2,6,10,7,9,10,8,0,10,29,15,17,7
15,12.04,15,12.67,13.38,14.5,14.8,14.6,9,14.88,10.76,,13.67,,10,10,9,7,6,6,7,7,10,,19,8,16,7
,15,5.5,10.72,6.38,5,3.5,1,4.33,0.33,1.33,9.92,4,,2,1,3,7,4,4,6,1,0,1,16,8,15,7
15,15,15,13.83,1,15,,13.25,14.67,13.79,13,13,,,4,7,10,6,,8,8,3,2,5,33,18,13,7
13.89,14.73,14.9,14.5,13.88,13.88,14.6,5.67,14.93,1,13.67,15,,,8,1,6,5,8,6,9,10,4,8,35,13,13,7
10.28,15,15,15,15,15,15,15,15,11.75,15,15,6.83,15,5,4,7,10,5,4,5,4,5,9,13,15,11,7
13.06,,13.65,14.36,13.25,,,,,,,,,,4,2,6,10,9,0,2,2,3,0,26,13,11,7
15,15,15,15,14.13,15,15,15,15,15,15,15,15,15,9,8,7,7,3,10,7,5,10,10,21,9,11,7
12.39,9.63,1.5,9.72,10.83,4,14.8,8.55,11.91,8.67,7.87,10.5,3.67,,7,6,3,3,3,3,3,8,4,6,13,14,10,7
